Review Text,Review,Recommends,Review Length,Review Type
Best burger place in bd,5,,23,Positive
Keep up the good work!,5,,22,Positive
a really great place for family outing.an absolute unique restaurant where you can choose your own recipe.a restaurent for meat lovers as well as salad lovers .,,TRUE,160,Positive
They serve good quality of food and excellent service. Their masala cha and the wrap was awesome.,,TRUE,97,Positive
Good service with quality food.,,TRUE,31,Positive
Their lemon loaf is fantastic. But the salad is a deep disappointment. One teaspoon of dressing doesn't make the hearty portion any better. Also the flavours of chicken is very blunt. I ordered the salad bowl several times for lunch but today is the last day I guess until I see some changes. Thank you for the lemon loaf thought. Cheers!,3,,338,Positive
Great food with a good atmosphere!,,TRUE,34,Positive
Great place to hangout. 50 taka tea tastes great..,5,,50,Positive
Amazing food and fully masala flavor cha. I just a fan of their cha and sesame chicken wrap.,,TRUE,92,Positive
"Great ambiance! A wonderful place to hang around with friends! I just love their Massala tea and the beef wrap! the chocolate pastry was amazing too!!! Last but not the least... the hands were amazing! Super active, smart and very helpful boys!! Very kind with always smile on their faces!!I wish them all the luck and a great future ahead!! Keep Going!!!......",4,,361,Positive
"there tea is so testy,and the environment is so friendly...Anyone can get-together here and enjoy there tea",,TRUE,107,Positive
I had wrap and tea at Payela. The meat they used for wrap was normal curry style meat. They can work on it.. The ambiance and service is so good. Desserts looks great! Tea was so good.. ‘ boro’.. costs 80! Isn’t it really over priced??!! But if I go next time I’ll have the tea for sure!,3,,295,Positive
The wrap was so fresh and tasty. All the tea was so flavorful. Environment was nice and calm .Like the place .,4,,110,Positive
First of all the roti wraps are awesome ! I personally prefer the beef achari one! Really tasty ! The place is awesome in one words for its interior & exteriors + food! Needs a good menu chart on corner of tables for getting to know what can be found according to customers needs! Overall a good place to hangout!,4,,313,Positive
Pretty good effort. They have been able to keep quality for a long time - always a major plus for Dhaka foods. Good value for money. Keeps your tummy full. Could improve with more and better options. Maybe with time. Their wraps are the Bangla version of Subway. Healthy and tasty.,4,,281,Positive
"Best cafe in town,, wrap & masala tea is awesome..",,TRUE,50,Positive
One of the best and amazing place. Love the #PeachIcedTea and the food served!!! The environment is lovely and the decoration as well. The food is served in a manner that attracts customers' attention. Worth visiting and a must try...Great Job keep it up (Y),5,,258,Positive
"""Great tasting Tea and I need decaffeinated. Will buy again, for sure!""",,TRUE,71,Positive
Love the place. I'm a regular customer here and I always bring my friends here to try their Gulab Jamun Cheesecake. They also make great wraps and you get to choose what ingredients go into it. This is by far one of the best cafes in Dhaka right now. They have successfully created a fusion between western food and Bengali food. 10/10 would recommend!,5,,352,Positive
great for tea lovers with excellent wraps and salads. limited choice though,,TRUE,75,Positive
The main thing I must admire is foods are tasty. I think this should be major thing to measure whether foods are tasty or not. And in terms of peyala place and foods are just awesome.,5,,183,Positive
The best place for warp n salad bowl.,,TRUE,37,Positive
"This one of the best cafes to hang out with friends, I love their coffee more than most places. Their wraps and salad bowls are great too. Amazing service all the time <3",5,,170,Positive
Very nice and great place of food and for hanging out with friends.,,TRUE,67,Positive
The food is amazing but yesterday was the 4th time they either didn't have a wrap and can only give salad bowls or didn't have one of the two beef or chicken. Since the menu is really limited you guys should atleast try have a better stock so you can serve whatever is on the menu for that day instead of telling the customers they can only have salad bowls or only the beef with limited salad.,3,,394,Positive
best for kalabuna wrap and masala tea.,,TRUE,38,Positive
Tired their salad bowl and one desert item I just loved both! Saladbowl was so fresh and yummy beyond my expectations! Their behavior is so good and environment is amazing. Highly recommend this place Definitely visit them again �,5,,232,Positive
I really like their wraps and masala tea ..the wraps are healthy and delicious,,TRUE,78,Positive
"I was looking for a quick breakfast after returning from a 2 day road trip with friends, and thought I would give Peyala a try. Had their breakfast burger and mango cooler. Both were outstanding I must say. Staff are friendly and eager to help. My order was takeaway, interior looked cozy during my brief stay there. Very few restaurants in Bangladesh were able to pleasantly surprise me on first visit. This is one of them. Highly recommend.",5,,442,Positive
Had peach iced tea. Liked it a lot. Very refreshing,5,,51,Positive
Great people work there. they know how to make the customer smile by keeping the smile on their face. The food is always awesome. I would request please add varieties on chicken & beef wrap. I wish them good luck for future!!,5,,225,Positive
Best wraps & Tea in town hands down.. Perfect for casual outing & hangouts,5,,74,Positive
"Great ambiance! A wonderful place to hang around with friends! I just love their Massala tea and the chicken wrap! the chocolate pastry was amazing too!!! Last but not the least... the hands were amazing! Super active, smart and very helpful boys!! Very kind with always smile on their faces!!I wish them all the luck and a great future ahead!! Keep Going!!!......",5,,364,Positive
The food was good. I took the chicken salad and cookie sandwich with chocolate ice cream which was too good..they have several items for dessert but I do feel it would be much better if they open more options for the main course...the ambience was ok...,4,,253,Positive
Just awesome... I love to spend my time at peyala...,,TRUE,52,Positive
Love the place. The tea and the salad bowl are on point.. resealable price with great taste and quality �,5,,107,Positive
Love the place �,5,,18,Positive
excellent environment with super friendly employees <3 thanks for helping me with the surprise <3 <3 wishing you the very best guys :D,5,,134,Positive
It is one of my favourite places to eat. What I like the most about them is they keep the wraps healthy with amazing flavours.,5,,126,Positive
A great place for chai!!!,5,,25,Positive
Food tastes a lot better with good environment and customer service. Different menu each day is a plus.,5,,103,Positive
Their beef roll is best roll ever. <3 Cake is also good. But tea!!! its just awful. :(,3,,86,Positive
This nice little cafe serves incredible foods.I love a bite of Gulabjamun Cheese cake after finishing up my salad bowl.,5,,119,Positive
"This one of the best cafes to hang out with friends, I love their coffee more than most places. Their wraps and salad bowls are great too. Amazing service all the time...........",5,,178,Positive
"gulab jamun cheese cake & kala bhuna wraps were surprisingly tasty & unique. nice place & good food.. definitely, i'll be back soon!",5,,132,Positive
"They make the best wrap. Love the brownie, in fact all of their items uniquely good",5,,83,Positive
"Best wrap and best nutella & brownie shake in town. friendly staff, and here i dont even like cafes, but this is our favorite cafe",5,,130,Positive
Nice place! a bit crammed but conveniently close to my office. The food is also good!,4,,85,Positive
It's simple nice place and I love the salad. Also the tea is good,5,,65,Positive
"I love their wraps, also Im not a salad person at all but I even ate salad from peyala. looking forward to try gulab jamun cheesecake soon",5,,138,Positive
Excellent food! Amazing chaa (tea)! Beef liver wrap is a must try! Wraps - 10/10 Masala Chaa - 10/10,5,,100,Positive
Good and Tasty Food. Loved it. One of the best and cheapest place for hangouts... �,5,,85,Positive
"Good address in Dhaka, especially if you are in Westin hotel. Spicy wraps and cappuccino with delicious sweets.",5,,111,Positive
Very good food with comfort... The wraps and iced teas are really good...,5,,73,Positive
"Needs some improvement on Coffee. Not so spacious place, but I like their attitude, smiling face & hygiene.",4,,107,Positive
"The chocolate cha is not good enough. Expected a better taste. Anyway, nice ambient. Service was satisfactory.",3,,110,Positive
its always chill out for me...good food & keep it up!!!,5,,55,Positive
Every item is superb here. Pricing is good for such a cozy cafe! Would recommend everyone to drop by here sometime!,5,,115,Positive
"Everything is good except the amount of tea , mejo is actually size of choto.",4,,77,Positive
Ow! Best! The best for salads and various types of tea �,5,,58,Positive
"Awesome tea, awesome food, awesome ambience! It was indeed a great find. I am definitely coming back again. :D",5,,110,Positive
Really cosy and cheap. Great place for hangouts.,4,,48,Positive
"গত �ক বছর ধরে �ই জায়গাটা আমার শত প�রাণবন�ত আড�ডা ও স�খস�রিতির সাক�ষী।আগে ভাবতাম , �কটা কফিশপ টাইপ রেস�তরা�র প�রতি �ত ভালবাসা শ�ধ� ম�ভিতেই সম�ভব। মাসালা চা আর চিকেন Wrap �র সাথে নাভিদের HSBC �র হতাশা, ন�মায়েরের চৌধ�রী টাইপ কথাবার�তা, ইরাদের ""বিয়া করলে ব��বা"" বাহানাটা ছিল অসংখ�য হাসোজ�জল ম�হ�তের উৎস। ""আগে #পেয়ালাতে নিয়মিত যেতাম"" �ইটা বলার আগপর�যন�ত নিয়মিত #PEYALAতে যেতে চাই",5,,925,Positive
Cool & chill place. Sitting arrangement should be more spacious.,4,,64,Positive
"Beyond comparison,,and nicely decorated!!! Love the place.!!!",5,,61,Positive
"that chocolate tart, was just yeam. you guys deserve a hug actually.",5,,68,Positive
"I just love their wraps ,,,it was very clean & delicious ,,,also love their environment ��",5,,92,Positive
"The gulab jamun cheesecake is splendid. ordered thrice in a sitting, just couldn't control. :)",5,,94,Positive
"Reasonable price, friendly staffs n delicious salad. coffee was also good over all i love it",5,,92,Positive
"Food was good, we tried Meaty Wrap. The Masala Tea could have been better. Overall, enjoyed the food and the ambience.",4,,118,Positive
Their bowls. � a must try and gulabjamoon cheesecake too. ☺�,5,,65,Positive
Good Food With Reasonable Price..Loved their chitagonian Kala Bhuna and Golab Jamun Cheese Cake! Keep it Up!,5,,108,Positive
Absolutely love the ambience. Their teriyaki and Jamaican chicken based salad bowl is to die for.,5,,97,Positive
A chill place to hangout with your friends after a long day at work!! The food specially the CHA is definitely the best thing here!!,5,,132,Positive
"Frm their Begining...i start to go there....their Salad realy gud & fresh...mosty i visit the cafe caz of their Salad, bt The Service is nt bad...�",3,,149,Positive
Their golapjamun cheese cake and kala bhuna wrap are really nice and unique. But bbq wrap and brownie is 50/50.,4,,111,Positive
"Amazing place,n the food is excellent ,best place for salad and wraps in the town..�",5,,86,Positive
Tired their salad bowl today. It was verrrrrry tasty �,4,,56,Positive
"Dear Peyala, You guys and your wraps (especially the Kala Bhuna and the smoked chicken) are amazing...might I say, better than Chipotle. Thank you for making my lunches great. Yours truly, A very happy customer",5,,210,Positive
The wraps were fresh and mouthwatering. Loved the masala cha particularly.,5,,74,Positive
very good xperience....food was great as well as the tea......surely will visit again.. :),4,,90,Positive
Best brownie in town. Hands down!,4,,33,Positive
Yummy wraps and salad bowl! Everyone must give it a try :),5,,58,Positive
I had my best wrap ever...yumm it was dam good...���i just loved it..,5,,75,Positive
The Jamaican wrap was tooo good �,5,,35,Positive
The Masala Chai rocks although the serving size should be bigger considering you pay 50 bucks for a piddly cup of tea sized medium and 80 for a real cup. Salads were fresh with a local twist which makes it interesting. Service was friendly and quick.,3,,250,Positive
My first visit to this cafe very impressive layout and must give a thumbs up for the wraps nd coffee Keep up the good work,5,,122,Positive
"Alhamdulillah all the foods are very tasty n delicious. Specially the people work at Peyala cafe very friendly coz any kind of query regarding their Peyala cafe they are very attentive n quick satisfied responsive. In one sentence I agree n request all the quality food lover to go n at least try once n it's worth spending money there, in sha Alaah.",5,,350,Positive
"Really liked the smoked chicken and kalabhuna beef salads and the Gulab Jamun Cheesecake. The tea were average, but the atmosphere & food made up for that shortcomings. I'll be back, soon!",5,,188,Positive
"you should improve the taste of Jamaican jerk chicken, adequate use of cloves spoils the taste!",3,,95,Positive
"Food, place and environment were awesome ..I love to go there again and again",5,,77,Positive
"Thank you for being in my favorite list............. ""D",5,,55,Positive
good food..... good envirionment....& that gulab jamun cheesecake.. :p,5,,70,Positive
great ��.,5,,13,Positive
Excellent food.... Price was also moderate... Liked the enviornment...,5,,70,Positive
Very nice...good environment and food.. They have different kind of food item n i really enjoyed their masla tea..,5,,114,Positive
One of the best cafe to visit! Best Place to eat wraps in Dhaka :),5,,66,Positive
I like their kala bhuna wrap. Place is clean and location is convenient for me . But employees need to work with more coordination and may be communicate better with each other and customers. All the best :),5,,207,Positive
The wraps are awesome. Great service and behavior. Keep it up.,4,,62,Positive
delicious wraps are must try menu and obviously the masala tea!,5,,63,Positive
"Awesome food,fast and satisfying service and a nice place to chill. :)",5,,70,Positive
Superb food and service as well. ��������,5,,57,Positive
Amazing place with amazing food. Absolutely loved it. �,5,,56,Positive
Awesome food. Quality food in low price. Best wrap in town i think.,5,,67,Positive
It's simply great !!! :) The service is satisfying and the best thing I like about this cafe is the environment...It's awesome !!!,5,,130,Positive
"Masala tea was spectacular. I also have the chicken Teriyaki wrap, which was also good. However because of very limited seats, the café was a bit overcrowded. Overall a great place to hang out with friends & family. LOVED IT :)",5,,228,Positive
Standard service quality and systematic process of que! Good food!!!,5,,68,Positive
Great Fusion food. Gulab Jamun cheese cake & Masala tea was amazing. speed of service was world class ...,5,,105,Positive
Good food at an affordable rate....a must try for everyone I would say :),5,,73,Positive
Loved their service.. The red velvet is one of the bests in town.,5,,65,Positive
The reason i am giving 5 star is for the taste of food and prompt service of the staffs. But dear owner please change your location or take a new big place for the second branch.!! And yes your Tea is best in the town :D,5,,220,Positive
"But everything is small comparing to the price, and all prices are 15% exclusive of VAT...stingy service. The owner is present but hardly improving these flaws�",3,,162,Positive
you hardly find a place in gulshan with such ambiance and reasonable price. loved it!,5,,85,Positive
"Loved their Beef Liver Wrap. Also, their Nutella Shake is to die for. Only if the store was a little more spacious...",5,,117,Positive
"It is a great place to hangout. Today I've tasted Butter Chicken Wrap, the taste was delicious. And the Hot chocolate peyala was good. Coming back again.......... :)",5,,165,Positive
"Tried kaala bhuna wrap, gulab jamun cheesecake and masala tea. The gulab jamun cheesecake and kaala bhuna was good. The masala tea has scope for improvement. Doesn't taste like cha.",4,,181,Positive
"Awesome Wraps & desserts! Also, I like their Masala Cha. Highly Recommended :)",5,,78,Positive
Very good behavior from employees and wraps are awesome.,4,,56,Positive
I am not a very good fan of tea but now I am in love with Peyala's masala tea.A great combination of tea with masala. The place is very convenient for me and the behavior of the staff is reallllly really good.They are very well behaved and organized. Usually I don't write review's but this time PEYALA forced me to write something because of their delicious gulab jamun cheesecake and wrap which is very reasonable in price.. This is now like a second home for me.Everybody should at least try their food once.,5,,511,Positive
"A very nice place to hang out with friends. Very good food, excellent service.. :)",5,,82,Positive
"Unique menu, international outlook, deshi style ! A must try",5,,60,Positive
"A little cozy, comfy place with really good quality food. Love the chicken wrap. I always found the chicken very juicy and the sauce is light. The beef wrap is amazing as well, especially that beef is to die for. Hopping have costume made wrap option sometime soon. Good place to chill with quality food.",4,,304,Positive
"Tried their Chicken Teriyaki wrap.. this is so yummy... i loved it... and their masala cha , i am big fan of it..one thing i must say, the service is wonderful. keep this up.. :) (y)",5,,182,Positive
Awesome restaurant....wraps are mind-blowing.... Well decorated.... Service is good....love those food.... <3,5,,109,Positive
Awesome wraps and one of the best coffees in town,5,,49,Positive
A much needed place in gulshan 2! Small but cosy & amazing fusion of flavours from different countries. My personal favorite is their beef kalabhuna. The place gets crammed at times but I can't blame them for that. Highly recommended!,5,,234,Positive
"Tried their Chicken Teriyaki and Beef wrap, both were very good! Masala Tea was out of the world for me as i like my tea loaded with milk and sugar . If you are a fan of a gulab jamun and cheese cake then their fusion gulab jamun cheese cake is a must try . It just melt in my mouth .",5,,284,Positive
"""Its okay"" perfectly sums up the experience... Not to expensive, neither it's cheap, it's just okay... They could have been a bit more generous with the fillings but as it turns out they are not... One wrap might not be good enough to fill an empty stomach, hence one less star... Another less star as service is very slow and the place is cramped... Tea was good... Taste of wrap was okay...",3,,392,Positive
Good value for money. Nice concept. Good coffee and wraps.,4,,58,Positive
Absolutely love this place! The rastar Chaa is fantastic and the kala bhuna wrap is perfect.,5,,92,Positive
Fine food.... fully deshi taste with a bideshi style....loved it....,5,,68,Positive
"Really liked the menu and the decor. Reasonably priced. Food, drinks and desserts are simply delicious. Just 2 observations: 1. No rice in wraps please unless customers want it; 2. Rastar cha should have flavour of tea. It was more like gorom dudher shorbot.",5,,258,Positive
"Tried chicken mexicana and butter chicken, fantastic wraps. Did not like the cheese cake with gulab jamun.",4,,106,Positive
food 9/10 service 7/10 the staffs need to be trained more.,4,,58,Positive
"Nice Ambiance , wow food, perfect fusion food ...",5,,49,Positive
"Great place, cozy, superb service very welcoming. Loved their wraps and specially their cinnamon milk tea. Will definitely visit again.",5,,135,Positive
"Interesting concept, very good ingredients options available for Wraps..overall a good startup..",5,,96,Positive
"Went for lunch today, very good wraps. Recommend Chicken Mexican",5,,64,Positive
"Better place and food taste so yummy.i spend more time in this restaurant.everyone knows,taste is main fact of food.this restaurant serve us tasty food,that's why I like it.",4,,173,Positive
It's food just awesome...I always like their food...,5,,52,Positive
khabar so yemmy & healthy breakfast is so good prize reasonable we regular enjoy it....,,TRUE,87,Positive
"Love you place, Insah'Allah will come here again.",5,,49,Positive
কাশ�মিরী নান ওয়াউ বাদ বাকি �ভারেজ ট� মি,3,,100,Positive
আমার পছন�দের জায়গার মধ�যে �টিও �কটি। খাবারের মান খ�ব ভালো।সময় পেলে family নিয়ে ঢ�� মারি �খানে।,4,,232,Positive
Service Vala Na .. Onk Khn wait koray .. Customers dr sathe Thik Moto Kotha o Bole Na,3,,85,Positive
Bahi akhan khida lagana,5,,23,Positive
This place & food is awesome.,,TRUE,29,Positive
Best mouthwatering pasta I have ever tested. Must try their Bomb Bursting pasta with 50% Naga Sauce. Their BBQ chicken also very tasty n all item in best price... 😊😊😊,,TRUE,175,Positive
very good food and quality food in low price... keep it up ����,,TRUE,71,Positive
"Delicious food indeed!!tried combo 13 the food taste is top of its class. Loved the bbq chicken.� Considering the place,food quality,hygiene this restaurant is best at its place.",5,,180,Positive
The place is awesome for food.The service here is very good.The food is very well as well as the playzone.The playzone is an awesome place for kids,,TRUE,147,Positive
Nice place for kids and also birthday and other parties.Try combo package for lunch or dinner.Too good food.Cost is much less than other similar restaurant.,5,,156,Positive
"Great environment, decent price.",,TRUE,32,Positive
"Its a good hangout place for nice little family away from everyday crowd and hassle. Let your wife and kids play inside and see them playing with a cup of cold coffee. Sounds not bad, right? Exactly I did that. Happy little hangout.",4,,232,Positive
Good food becially service better than others foodzone,,TRUE,54,Positive
It's a very good place.. I think it's a great party place also,5,,62,Positive
"Good food,great service.",,TRUE,24,Positive
Nehal play at play soon smoothly cafe service is good for my childen,5,,68,Positive
the place is awesome for food we are enjoying this moment�� good service 😆😆,,TRUE,85,Positive
Nothing ti say....I'll use jst one word nd it's AWESOME....Like a bst plc to hangout nd mt with frnds nd prfct plc for fily member also....jst ��SEIIII...,5,,158,Positive
its a very good experience while entering from the gate. their environment is very comfortable. Decoration is nice. its a good place to spent time with friends and family. food price is reasonable.,,TRUE,197,Positive
Yummy food and nice playground... love the atmosphere.,5,,54,Positive
Well the place is good. And the food is too awesome. The place is comfy and the behavior of everyone very polite.,,TRUE,113,Positive
Place was nice..good for children and food was tasty too,5,,56,Positive
good.food becillay service better than others food zone,,TRUE,55,Positive
Nice place with a big playzone for kids. Food quality is very good.,5,,67,Positive
Good food and becially service better than others food zone,,TRUE,59,Positive
It was awesome cafe. My experience was very cool.,,TRUE,49,Positive
It's Awesome being here.. We love to be here..,5,,46,Positive
Excellent eating experience.. from walking in the door and being greeted by employee. Meal was served hot and excellent taste.,,TRUE,126,Positive
Food was delicious...���,5,,30,Positive
Good Environment.. nice food and good quality food... :),,TRUE,56,Positive
Nice place�,5,,13,Positive
Good food and play one.love marshmallow.,,TRUE,40,Positive
The place is nice for kids large space and the food is really good.......,4,,73,Positive
Very nice place for kids to enjoy and play. Wide range of toys. Various types of foods are available with delicious taste.,,TRUE,122,Positive
Amazing restaurant with great service � Food was extra ordinary ���,5,,73,Positive
I have come several times here. I have tried their pasta and combo offers. All the items are too good. It's a great place for spicy lovers. You should must try Peri peri chicken. 😊😊😊,,TRUE,191,Positive
love that pasta...................................,5,,50,Positive
its great..and comfortable..i enjoyed their food..,,TRUE,50,Positive
�,5,,3,Positive
nice environment & great place for spending time with kids & family... tasty & various types of foods also give you the nice satisfaction....,,TRUE,141,Positive
����,5,,12,Positive
Good quality. Good food. Play zoon are available. Which is better for children. Environment is good.,,TRUE,100,Positive
....,5,,4,Positive
Good food becillay service better than others good zone,,TRUE,55,Positive
',5,,1,Positive
Good Food.. Good environment.. Food rating-8/10.. service quite slow..,,TRUE,70,Positive
.,5,,1,Positive
marshmallow cafe and playzone is beautiful place.others food better than....,,TRUE,76,Positive
Good food becillay service better than others food zone,,TRUE,55,Positive
Good food becailly service better than others food zone,,TRUE,55,Positive
Awesome food & Also place and services was so good,,TRUE,50,Positive
Marshmallow cafe is so peaceful place... It's food quality is so good.. I love �� it..,,TRUE,88,Positive
"Had one pizza. Ordered for home delivery, delivered on time after taking order by phone. i was confused before ordering cause it was the first time for me here. prices is pretty much reasonable. Over all satisfying!",,TRUE,215,Positive
A good place and a good food... everyone should try their foor...its really good,,TRUE,80,Positive
"that's really nice..nd there food is really fresh, yummy and so good.. Many of time I coming there..",,TRUE,100,Positive
Good food basically services is better then other food zone,,TRUE,59,Positive
really nice food.... should taste this one,,TRUE,42,Positive
it is a nice place nd service also gd,,TRUE,37,Positive
It’s a good place for kids play zone and foods quality also very good,,TRUE,71,Positive
marshmallow cafe and playzone beautiful place...others goods is better good,,TRUE,75,Positive
food quality is good... food price is not too high ... friendly environment! love marshmallow cafe �😄,,TRUE,106,Positive
food quality is so nice nd testy nd place is so decorated nd with play zone...u can easily handle ur baby in it,,TRUE,111,Positive
Nice place to have quality time with kids.,,TRUE,42,Positive
marshmallow cafe and playzone is good place...others eating batter.,,TRUE,67,Positive
"Delicious food, and nice play zone.",,TRUE,35,Positive
marshmallow cafe and play zone good place ...others side playground is beautiful...,,TRUE,83,Positive
marshmallow cafe and playzone good place....others food batter,,TRUE,62,Positive
This is a nice place and their service is best♥♥,,TRUE,52,Positive
food quality good.. price not bad. playzone best for the children 😊.,,TRUE,71,Positive
Marshmallow cafe and is good place other side playground beautiful place,,TRUE,72,Positive
MARSHMALLOW CAFE AND PLAYZONE IS BEAUTIFUL PLACE...OTHER SIDE PLAYGRUND..Marshmallow all good batter than....,,TRUE,109,Positive
Marshmallow cafe and play zone Good place this is a best restaurant for enjoy. This foods also delicious and so enjoyable and comfortable,,TRUE,137,Positive
Marshmallow cafe and playzone is a good plaec.. marshmallow special pizza good food. marshmallow all food better and play ground,,TRUE,128,Positive
"food quality is good,my baby likes the play zone,the environment is good for family & baby",,TRUE,90,Positive
it was a nice place for children and food was too good,,TRUE,54,Positive
best place to hangout... food quality is awesome... 😃😃😃,,TRUE,64,Positive
highly recommended!!! Tried their chowmin...the spicy flavor is really mouthwatering!!!,,TRUE,87,Positive
Food quality was very good...I hope u guys will keep it up....,,TRUE,62,Positive
its an amazing place......!!!!,,TRUE,30,Positive
Good food besacilly srevic better than others food zone,,TRUE,55,Positive
Awesome food And place too �,,TRUE,30,Positive
Very delicious food with good environment,,TRUE,41,Positive
Place & atomsphare good. service ok 👌,,TRUE,40,Positive
Food is awesome..pls try to maintain the quality,,TRUE,48,Positive
Food and the environment is good enough 😊,,TRUE,44,Positive
"marshmallow food is best food,,I like it.",,TRUE,41,Positive
food was very tasty nd yummy.,,TRUE,29,Positive
great place... u gotta try it out,,TRUE,33,Positive
this places food is so tasty,,TRUE,28,Positive
marshmallow cafe and playzone is big place..or side playgrund,,TRUE,61,Positive
wow everythings are good and service also good just awesome,,TRUE,59,Positive
Good place for kid's refreshment,,TRUE,32,Positive
Good food good place................,,TRUE,36,Positive
nice food nice spece gd plagroun,,TRUE,32,Positive
Marshmallow cafe and playzone is good place,,TRUE,43,Positive
tasty food :D nice one..,,TRUE,24,Positive
I always eat here and the food is pretty good all the time . There is also playzone for kids . So if you want to come with your kids you can come with them and enjoy your time with your family and friends . If I have to give rating I will say the food will get 8.5 out of 10 and the environment will be 9 .,,TRUE,306,Positive
nice environment to pass a good time with family members. play zone is attractive for any childs age 3 to below 8,,TRUE,113,Positive
Food qualitues and behaviors are satisfactory.🙂🙂,,TRUE,54,Positive
Food is good. Keep up the quality,,TRUE,33,Positive
very good food... keep it up guys!! ♥,,TRUE,39,Positive
it's a nice place.. lv this place,,TRUE,33,Positive
#chiken_sub #combo_13 Food quality-10/10 Environment-10/10 Price-12/10...,,TRUE,73,Positive
All the foods here are very tested,,TRUE,34,Positive
good playzone for children's,,TRUE,28,Positive
"Passing nice time with my junior ""Raif"". Very good environment. Happy weekend.",,TRUE,78,Positive
the serveying system is good...,,TRUE,31,Positive
OSM testyyyy food nd healthy also...I jst lv this plc..Nd the bst thing is there bhaviour....���😎,,TRUE,106,Positive
enjoying kids with their super moms.....,,TRUE,40,Positive
আমাদের অনেক প�রিয় marshmallow কে ছেড়ে অনেক দূরে বস�ন�ধরা চলে গেছি। তাও বার বার ফিরে আসি প�রিয় marshmallow তে। স�ন�দর ও শিশ� বান�ধব �ই প�রতিষ�টানটির জন�য শ�ভ কামনা রইল।,,TRUE,388,Positive
"Freindy attitude, Unique & Delicious Food with reasonable price... Every one must visit once them... ☺",,TRUE,104,Positive
"this is the place of good delicious food, & they're so friendly....",,TRUE,67,Positive
Cool Place to hangout with friends and family...Foods are really tasty and fresh... a different FOOD CART with different kinds of fast foods.....,5,,145,Positive
One of the best Tastes & Services ever in town at reasonable price!!!! Please always try to keep the taste like this!!! Specially yours Yummy MAYO just I love and like it... And thanks all guys for BEHAVIOR..... Keep going... �,,TRUE,229,Positive
Love Subway with � mushrooms � & Special thanks to apu for yummy mixed chaomin� �� so many many thanks�. �,5,,120,Positive
Place of good food with cheap price...,,TRUE,38,Positive
spicy garlic mushrooms was awesome �,5,,38,Positive
SOME HOURS AGO I EAT A REGULAR BURGER FROM THERE.....IT'S REALLY GOOD.I LOVE IT.,,TRUE,80,Positive
That chef is awesome �.....,5,,29,Positive
love there food there really good,,TRUE,33,Positive
#Best quality� #Good test� #Reasonable price�,5,,51,Positive
nice place to enjoy.... Angels platter..,,TRUE,40,Positive
Ami oi asche valo ee lagsa .,5,,28,Positive
I'm just love them... they're really aowsome...,,TRUE,47,Positive
http://sheershasamachar.com/গোপালগঞ�জে-বশেম�রবিপ�র-2/ ‎,,TRUE,96,Positive
Gud service as well as good food quality......,5,,46,Positive
awesome place..awesome food...everyone should try it,5,,52,Positive
Good food and nice environment. Best wishes for Mamma Mia (y),5,,61,Positive
Familiar environment... :-) Best wishes for all mammazz of mamma mia,5,,68,Positive
well with satisfaction... I want to be there very soon...,5,,57,Positive
"Environment is good, food is also tasty but you need to give more attention on your service quality, waiters are not available when we need, even they have no combination in giving service, 3-4 waiters are giving service in one table other people’s are waiting, so you need to much improve in management, Otherwise it was pretty good ��",4,,342,Positive
"Had the pleasure of visiting this restaurant on my short, but memorable trip to Dhaka almost two summers ago. The environment is clean and neat unlike the dark, dimly lit restaurants found lurking all over Dhaka city. The food and service were absolutely divine. Coming to Dhaka I realized nothing is truly authentic, you are expected to run into the fusions here. This restaurant takes the hat in asian fusion food. The exotic looking menu and the fresh quality food here was something remembered from my South Asia tour. Congratulations to the restaurant on holding their standard high over the course of the years. Locals say it's been around for more than 20 years and it shows in their service! I look forward to coming back and try those crabs again!",5,,756,Positive
Environment and food was awesome.,,TRUE,33,Positive
"Makes me nostalgic every time I visit this place. Have dined here since I was 4/5 years old I guess. Food is epic. Not to mention the service. Will definitely be one of my favorite places of all time. I'm giving it a 4 star because I liked the old place better, mostly because it was one of the coolest looking buildings of Dhaka (the one with the Big Red Lobster!!!). Wish you guys all the best (y)",4,,399,Positive
"Sung food garden is really great. Their friendly behavior, hospitality n their hard working are jst awesome I went there last 12 February for my little sis birthday program n it was nice enough for them. The place is very good. N the food was very nice. Each n every guest were very pleased by the food they served. Each item was delicious n the friendly behavior n working. Thanks alot manager admin n all officers for making the program good",5,,443,Positive
"Best food in Dhaka. Often eat there. Nice environment, good food, great service. Will always recommend.",5,,103,Positive
This time there service is quite poor.I didn't expect from them.I think it should be quite better............There food isn't cooked properly this time.........I hope my next experience will be better with them...... ...,3,,220,Positive
"This is my to go place. Used to go down there whenever we didn't have food at home. Everyone at the restaurant is nice and they tweak the orders to your liking, spice it up or fried to perfection...you tell them and they'll do it!!!",5,,232,Positive
"I love the sung garden special fried rice. For me, it is the best Chinese restaurant in Old Dhaka.",5,,98,Positive
Just Excellent . Superb ...............,5,,39,Positive
Not up to the mark. Neither the food or the serving was satisfactory. Needs improvement,3,,87,Positive
the best Chinese and thai food in town. very neat and the svc is excellent,5,,74,Positive
Quality food & very friendly staff. Had a good experience.,4,,58,Positive
"Once upon a time, the best, hope still is. Best of luck !",4,,57,Positive
The food of this chinese restaurent is very delicious. cool environment and service quality excellent.,5,,102,Positive
Must try Thai soup thick and schechuan salad. Fried rice is also the best.,5,,74,Positive
