Review Text,Review,Recommends,Review Length,Review Type
Service khup kharap silo and kharap khup kharap silo ....�����,1,,72,Negative
"ইফতার আইটেম ভালো ছিল বাট রিফিল করতে পারে নাই।। ডিনার যা তা।। �কটা আইটেম ও মজা না। আর রিফিল করতে পারে না।। কাচ�চি তে মাংস নাই, হালিমে মাংস নাই। বিফ �কদম ই যাতা।।",2,,411,Negative
"দীর�ঘ ৩০ মিনিট অপেক�ষার পর ""ল�যাতল�যাতা ভাতের চালের খিচ�ড়ি"",""আধা সিদ�ধ ডিম""! চিকেনেও মাটন আর মাটনেও চিকেন মিক�সড থাকে তাও চামড়া সহ! কোকে পানি মেশানো যাতে �মাউন�ট বেশি দেখা যায়!!�রকম খাবার পরিবেশন না করে বরং খাবার নেই বললেও �তো হতাশ হবে না কাস�টমাররা!worst experience ever!",1,,658,Negative
"#Negative_review Amr life cine Cafe restaurant er moto Faltu and 3rd class restaurant Dekhi nai���..... Dhanmondi er moto classic area te emn Faltu restaurant Ekhn obosthan korche believe e hoy na.... Restaurant er ""Dmr Raju Jami Musicman"" er lok er behavior Eto baje je Manush k respect dite Jane na... Er restaurant e taka diye khaisi bt tar behavior jemn chilo Mone hoy Amader k free khawano hoise..... Customers ra taka diye restaurant er khabe and rest nibe bt Khawar ses sekhane rr thaka jabe na.... ��� And Ami sobai k Bolbo Jodi nijer taka West kore khaile khrp behavior onno Der Kno dekhbo.... ���",1,,624,Negative
#Negative_review **resturent ar lokder behaviour khub e karap..#Resturent ar owner onk faltu r resturent ar lokgula onk indiscipline ..#I hate this badly........���,1,,170,Negative
sob kicu khub e krp chilo ja amdr sobai k khub e niras korece...they r unprofessional n very rude...hate it..,1,,109,Negative
negative review ��� ekbare baje.. dhanmondir moto jaygay etttto baje restaurant hoy kmne..!!! tader attitude ettto baje bolar bahire. ek kothay faltu chilo. tader attitude dekhle mne hbe world ek tai restaurant ase sheta tader.,1,,233,Negative
3rd class food ever. Offer picture food is not given to me. Amount of the food quantity is low. Also offer price is 598 Taka. So it is a cheap trick to fool us. Food was rotten and it smells bad. Now comes to the service. Their service was extremely bad. Food took 1 hour to receive. Never going there again. Beware everyone don't waste your valuable time and money here.,1,,371,Negative
Worst experience ever. food quality and quantity is very low. poor service. I wanted offer set menu parcel they said ok sir just few minutes.. after 10 min they said which one took ur order....after few minutes they took order again and after 20 minute they said sir without soup u can take offer set menue� or u can eat it here.we 4 person already have eaten 2 set menu....,1,,376,Negative
Wrost experience ever. Visit with family members but their food makes by my mood very sad. Their service is poor. They took 1 hour to serve the food. Offer food quality is bad same goes to quantity. Ambience is good. Overall bad experience. I do not recommend this restaurant.,1,,276,Negative
Faltu khabar. 1.5 hour por khabar ashcay. Service khubee bajay. Khabar er taste onek bajay. Taka nostow hoelow.,1,,111,Negative
Worst food. Picture food is not matching with the one I got. Won't go there next time. Beware everyone. Setting arrangement is not good. Waited 1 hour for the food. Quantity is low. Live song is not good.,1,,204,Negative
Today's experience: I went there after seeing their offer yesterday. lt was valid upto first week of January. But instead they told me they are unable to provide it. I went from mirpur area. It wasted my time and also they are giving fake offer to get popular. I really hate this place now. Previous review: I liked the idea for live music and enjoyed it. The quality of food was fantastic. ...,1,,394,Negative
a,1,,1,Negative
Good place the lily park,1,,24,Negative
There food iz not so much testy Bad experience ever😠 Poor Quality & poor behaviour,,FALSE,85,Negative
The special platter was very disappointing. I didn't like any of the item except the fanta! Behaviour: 4/10. They even don't how to deal with the customers.,2,,156,Negative
Their food tast is verry low...,,FALSE,31,Negative
Not much professional in terms of behavior.,,FALSE,43,Negative
Please change your horrible seating arrangement. We could not even sit comfortably so who can even care about your food.,1,,120,Negative
Quality nd quantity both are worst 😡🤢,,FALSE,43,Negative
"1 hr+ Waiting Time to Serve, Seriously!! And the Set menu meal was not good at all in taste.Except Chicken fry all the items are below the tasty rank..Disappointed",2,,163,Negative
The worst food i have ever tasted & disaster service as well...,1,,63,Negative
The worst pasta I ever eat. Lower quantity rather then other restaurant in Khilgaon. Next time I'll avoid this restaurant.,2,,122,Negative
"There food was good,but we .....I mean my friends and me doesn't have a good expe when it comes up to group......bad service",2,,124,Negative
Wrost food.. Worst service... Ato faltu khabar ami amr entire life a khai nai...,1,,80,Negative
low quality food. Very bad behavior. Ekdom faltu..,1,,50,Negative
স�পেশাল প�লেটার �র খাবারের টেস�ট ভাল না। খাবার গ�লা ঠান�ডা ছিল। ফ�রাইড রাইছ �র পরিমাণ খ�ব অল�প। আমি প�রথম বার রেস�ট�রেন�ট �র খাবার শেষ না করে চলে আসছি ����������,1,,412,Negative
Baje r faltu khabar..mukhe deyar moto na����dokan bondho korano uchit,1,,77,Negative
Highly disappointed with their brownies. Taste was average but highly over priced.,,FALSE,82,Negative
Just picked up a cake smudged on one side. I ordered it 2 days ago. When we received the package we checked it and it was smudged before it was placed into the box. The cake was meant to be for a little girl. Now she isn't pleased at all with her cake. Expected much better. It could have been replaced with one that is not smudged.,2,,332,Negative
"Disappointing. Brownies did not taste fresh and of the six different types, each one tasted identical to the next - only the actual toppings (KitKat or Oreo etc) are different, so it's a bit misleading to give them completely different names when they are actually the exact same product. Taste is average. Would not repeat order.",2,,330,Negative
the cake(chocolate heaven)was dry and was like normal homemade cake with chocolate toppings..nothing special comparing to the price(1200 tk),2,,140,Negative
After a long time I had such a bad testing brownie.,,FALSE,51,Negative
KHUB BAJE ...... CUD NOT EAT A SINGLE PIECE. SMELLS LIKE MEDICINE. ORDERED IT LAST NIGHT THROUGH HUNGRYNAKI. -_-,1,,112,Negative
TO BE HONEST AND SORRY TO SAY THAT THIS IS THE WORST THING EVER I HAD TODAY. IT JUST SPOIL OUR TOTAL CELEBRATION. YOU GUYS SHOULD IMPROVE YOUR QUALITY MORE AND MORE OTHERWISE MANY OTHER WILL BE VICTIM LIKE US...,2,,211,Negative
"Extremely disappointed at the taste and quality of the chocolate fudge brownies. Used to be a big fan of the chocolate fudge brownies, but yesterday when I ordered the brownies, starting from the texture to taste it didn't taste like it was made by Brownie hut, nor did it taste freshly made. Total waste of my money.",1,,317,Negative
�টাকে চাপ না বলে ম�রগি ভাজা বল�লে ভাল হয়। worse.,,FALSE,111,Negative
"Price doesn't go with the name. টং means we will have the foods in a very reasonable price. Ya, you guys rented a place, decorated it, have employees and so on, that doesn't mean the price will be that much high. While the restaurants same as your class is offering food for even cheap value. You guys need to concentrate on the price else change the name, which will suit to your pricing strategy.",2,,402,Negative
"Very unfortunate that i had to experience this, just took away an oven baked pasta 20 minutes ago and found an insect inside it.. Dissapointed at your service (Picture included in the comments)",1,,193,Negative
the worst worst burger ever....nd their French fries wid baked cheese...it seemed that they even dnt know what is called cheese... >_<,1,,134,Negative
does not go with the title itself.. requesting you to share the background for choosing this tong title,1,,103,Negative
"Worst Burger ever I've been eating. 199tk BUY 1, GET 1 FREE is totally worst and waste of your money.",1,,101,Negative
quality and test are decreased,,FALSE,30,Negative
Worst Halim I had ever.i will never go further,1,,46,Negative
Worst Halim in Town. 350 tk Bati Halimer sathe matro 4 piece mangso deya hoise ar taste footpath er halim er moto. Ei halim besi khele food poisoning hobe must. I have wasted 350 tk.,1,,182,Negative
worst burger I ever get,1,,23,Negative
Rating 4/10 Service was below poor but they charged 5% serving charge. The man who took our order was talking like a broker in a korbanir hat. Kabab served after a long long time. Taste : Average Price : Too much.,1,,213,Negative
They are so irresponsible to serve their customer.And mosty their food are not well cooked.please improve your service,1,,118,Negative
"Owner behaviour is bad, food quantity poor, price is too high.",1,,62,Negative
‌ভোজ খাবার খাওয়ার জন�য অামার খ�ব প�রিয় জায়গা ।�টা অামার চেম�বা‌রের পা‌শেই বলা যায় । ভো‌জের ভিত‌রে অা‌লোর বিন�যাস যথার�থ মানানসই ।�র প�র‌ত�যেক‌টি অাই‌টেম ভাল �বং গ�রহণ‌যোগ�য ।ত‌বে ভো‌জের খিচ�‌ড়ি খাওয়া অামার জন�য তৃ‌প�তিদায়ক অ‌ভিজ�ঞতা ।�টা প�র‌ত�যেক‌টি সময় স�মৃ‌তিবহ�ল অন�র‌নিত দাহ�যপ�রদ সন�ত�‌ষ�টিদায়ক বি‌শেষ অ‌ভিজ�ঞতায় অা‌লো‌ড়িত ক‌রে �বং কর‌বে ।কৃতজ�ঞতা তার প�র‌তি যি‌নি ভো‌জের অাচা‌ড়ি খিচ�‌ড়ির সন�ধান দি‌য়ে লোভী বা‌নি‌য়ে‌ছেন ।,2,,1153,Negative
"Had dinner with my family. Ordered appetizer platter, 2sopus, seafood salad, jasmine rice and redcurry. The waiter's behaviour was rather defensive and odd.. No customer services whatsoever. Extremely spicy food despite requesting that we have kids. They need to review their chef and staff",2,,290,Negative
Totally disappointed seafood soup.,,FALSE,34,Negative
"The worst Thai food ever! I went there five times to prove myself wrong, but the desi chef consistently served us worst possible food every time. First time I went with a friend and we tried a salad, rice noodle with prawn and finally a coconut ice cream. That was by far the acceptable ones, because we could at least finish eating. We have been fed with the lie that a Thai chef is working in the kitchen, whose big picture is proudly displayed at the entrance! From second time... onwards everything went wrong. Called the manager, who says he is looking into it and never returned. We asked the waiters who also disappeared and never came back. It is the third time we found out that their Thai chef has actually gone on leave two months ago, later found out he left four months ago. The current cook is a Bangladeshi who worked in Bangkok for many years. I am sure he never cooked Thai cuisine for Thai people. Probably worked sat ome desi restaurant in Bangkok cooking desi curries and bhartas! He is your so called “Thai� chef currently preparing all the dishes singlehandedly. My God! Last time we went, we ordered a seafood soup in coconut milk and beef Panama curry. The soup was so sweet that we thought we are having coconut milk sherbet! The beef panang curry was also very sweet. My friend and I were so disappointed that we vouched that we will NEVER COME BACK to Absolute Thai. What an absolute cheating! Be aware!",1,,1433,Negative
"The worst Thai food i have ever had in my life, We order sea food soup, and pad Thai,, Sea food soup was really bad and dont ask about the pad Thai it was horrifying,, Noodels were overcooked, overloaded with sauce, too much sweet, and very raw egg kinda smell.. They told us their chef is from Thailand,... If a Thai chef couldn't cook pad Thai in a right way then who else does!? Maybe that's he couldn't rise up his career in Thailand ���� and came to Bangladesh ��.. The waste of money but our pictures came out really well,, thats the only good thing about this restaurant.��",1,,596,Negative
"Items were far less, not everything mentioned in the Iftar+Dinner buffet menu was there. When you are paying 1k++ for buffet and get only 18+ items to choose from you at least expect the taste to be spot on, but the food didn't taste good. They couldn't even get the fried rice right�. They claim to be an authentic Thai restaurant but their Pad Thai was the most disappointing dish out of all- It was noodle stirred in a handful of tomato ketchup and egg�. Also, main and desse...rt items were finished by the time we were done with our appetizer and entree. And the most frustrating part of the dinner was the payment. In their facebook post, they mentioned if you pay through certain bank's card you will enjoy 20% discount. So, I decided to pay with my card, which belonged to one of their mentioned banks, but they gave me only 15% discount. When I let them know about their post, they demanded proof-which I showed them on my phone, but still they were firm and rigid on their claim.",1,,993,Negative
"The pad thai was basically boiled flat noodle tossed in sauce and scrambled eggs, no bean sprouts or any greens. The mango with sticky rice was horrible with the rice undercooked maybe because the rice was frozen before it was boiled or whatever. Coconut ice cream was ok but too sweet, the only thing good was the tom yam soup but really getting 1 out of 4 dishes taste right is just disappointing.",2,,399,Negative
"It’s been awhile since I’ve last been here. So, we decided to revisit. And man, how I regret it! The pad thai was so bad and so stinky that we decided to send it back. The only two things that were average was, the fried rice and the red chilli beef. Sea food green curry lacked the flavour and was smelly as well. Fishcake was to rubbery, chicken was basically an overdose of soya sauce. They had only one other table with a family of 5/6 along with us 4, yet my wife literally h...ad to shout “excuse me� to call out the waiter, at least 3/4 times. When I asked about if they had discount for credit cards, the waiter said no with a very straight face till I showed him that EBL signature cards are eligible for 15% discount on ala carte. He went to double check and agreed so. The only thing that probably stood out was they didn’t charge us for the pad thai, which we sent back. It’s really sad to see a restaurant doing so good when they open and only in a matter of time everything deteriorates. Not going back unless they give me free tickets to Thailand!!!",1,,1075,Negative
Absolutely pathetic! Worst Thai food I ever had. Quality and taste deteriorated to the lowest level,1,,99,Negative
Disappointing food. Ordered 22nd May at 12.01 am; they served 2am. Food was like direct from freezer.,1,,101,Negative
"Shocking, We tried earlier it was fabulous, this time with friends of early years tried to enjoy but really felt very much disappointed, other than the fish cake and chicken tempura every dish was below par (even it was cold like local Hotel) and finally the so called noodles had to changed after serving,",1,,306,Negative
"Went with a friend for dinner. totally starving after not having had anything to eat the entire day, after shopping. Decided to go for thai food. We arrive around 5ish pm today, there were only 2 tables occupied so of course we expected the service to be fast, but of course that was not the case at all. We ordered thai ice tea, tom yum soup, absolute thai platter, pineapple rice and pad thai. The ice tea too much milk, which ended up really sweet. Tom yum soup was utterly ...disappointing, too much coconut milk. The platter, the only ok, not even good, but ok in it was the fried prawns. The rest was obsolutely rubbish. Pineapple rice was not up to standard at all, the prawn was not fresh at all and the worst of them all which was not even edible and which probably made me and my friend sick was the pad thai, which seemed like it was a left over from yesterday. It had a smell. It was obsolutely rubbish. Worst thai experience i have had. We lost out appetite in the end. We only had a mouthful, paid and left. I felt sick and havent had anything to eat but a chocolate brownie from somewhere else hoping the taste would all be gone and my appetite will get back. But no, my appetite is completely lost. I wouldnt even give this a 1 star! Terrible experience and the service was terrible as well! There were a number of staffs with only 3 tables occupied, including ours however, we had to get up to get the bill as no one came when we called out for anyone! First and last time here. Not worth the time, the food and the money! Dont waste your money! Save the trip! Go somewhere else!",1,,1596,Negative
"Big disappoinment :( Foods Don't have the wow factor ..just ok While ordered Coconut Ice cream , they served a salty yaak Ice cream and didn't even say sorry while we returned it . Oviously they took the full bill :)",1,,216,Negative
I'm not a person who gives bad reviews but I suggest they change their name to Absolute Crap. The can of 7up though was amazing.. washed down the crap taste off my mouth.,1,,170,Negative
Absolutely fucking disgusting food!!!! What kind of fucking restaurant did you guys open up to. I literally puked after having the fried rice!!! Ewww disgusting!!!!!!!,1,,167,Negative
Poor & Tasteless experience on Iftar.. Served a limited cheap items which are not at all worthful comparing to the price...that's my last to visit there,1,,152,Negative
We had high expectations from this restaurant but I was highly disappointed. Absolutely none of the dishes we had were restaurant quality.,2,,138,Negative
Beyadop waiters,1,,15,Negative
Worst service ever! They took 1 hour to serve the dishes! Food taste below average considering the price.never going back.,1,,122,Negative
"Horrible food. Absolutely tasteless. Probably the worst food I have ever tasted. Took beef with black pepper which was too salty. Then the item Thai Noodle with Prawn was just like eating plastic and was tasteless as well. This fried rice was OK. But the dessert item coconut ice was too much salty. And Mango sticky rice - you never ever going to pay for this awful food. When we called the manager and asked whether you have changed your cook or not? With a gentle smile he answered ''The main cook is going to join from 7th Feb'' I will give you some discount SIR since you did not like the food. Wahhh, what an answer!",1,,622,Negative
"Horrible service, substandard food, I'm never taking recommendations online ever again. I come in and the waiter asks me ""kar kacche ashcchen?"" What is that? He spills soup while serving and doesn't apologize. He bumps into the table while bringing the main and again doesn't apologize. When I'm billed, I see something in it I didn't even order. Also, the waiters keep hovering around like vultures the whole time as you eat.",1,,426,Negative
"Food was good... we ordered Prawn fried rice, seafood thai soup, beef with pepper and sweet and sour king prawns... apart from the rice (which was ordinary at best), everything else was good... Now the problems... the king prawns isn't really cheap, so one would expect equal sized prawns... but the restaurant does the same trick many other restaurants do, they give 2 actual king prawns and the other 2 is less than half the size.... our total for the food was 2200, which (if i...t was all inclusive) would have been perfect and amazing, and I'd have recommended it to my friends and would have visited again....however, the 15% VAT and 10% service charge took our total bill to closely BDT 3000... upon close calculation, we realised that the 3:1 rice which was 575 BDT would actually cost 718 including the ++ .... paying 718 Tk for 3 person rice feels ridiculous for even a 3 michellin star studded restaurant... similarly, water costs 65++ (BDT 80)... we went on a weekend and it was almost empty.... and I can understand why... despite the restaurant being really nice, not a lot of people would go there more than once... I hope the restaurant management realizes that and does something about it, because I'd love to go there again if the price becomes reasonable...",2,,1276,Negative
"Food was extremely bad, they even charge a 3 year old baby, please don't go there.",1,,82,Negative
"The worst restaurant ever! The manager should learn how to behave with customers especially how to behave with a lady. We gave reservation for 10 people but unfortunately 2 of us couldn't show up. They charged for 10 people and when we went to argue the manager told me "" i have never been to any good restaurant so i don't know how it works , all the good fancy restaurants take money for each reservation"" and also said many disrespectful things. Never been this offended in my ...entire life. Restaurant is not about food it is also about the customer service. It seems the authority only wants one time customer, and want their customers to get insulted by their mannerless staffs. Its not about money it is about disrespect. Never going there ever , nor will suggest anyone to go. They need to be sued. RUBBISH PLACE TASTELESS FOOD",1,,836,Negative
"It should be called absolute rubbish! We had a booking for 14 persons. Unfortunately 4 people could not come. They said we have to pay for 14 people nevertheless. After negotiation, we had to pay for 12 people! Although the restaurant was half empty. The foods were awful and items were very limited and tasteless. Would never recommend to anyone!",1,,347,Negative
"Soup Was Good 8/10, Mixed Fried Rice And Green Curry Was Average 5/10, Environment 7/10",2,,87,Negative
"The worst THICK Thai Soup ever! Thoroughly disappointed with the watery consistency and bad texture! -_- If food is priced higher, it needs to taste better! If not, then it should be priced average, just like restaurants in every nook and cranny. Honestly, DISAPPOINTED!",1,,270,Negative
"Best statement of the day from you guys. ""Amra berojdar der khawai na"".",1,,71,Negative
"I never had such bad Thai food in my life and price was overwhelming. Do not recommend at all. I think the Thai Chef is on leave... Thai food lovers should try ""Thai Emerald"" in Uttara for authentic Thai Food. They are the BEST!",1,,228,Negative
Terrible food! Ridiculous presentation. Imbalanced spicy application. Mosquito infestation and absurd front of house performance. Sorry guys but I thought you guys were would do much better.,1,,190,Negative
"Absolute Crap. Almost walked out after having an excuse of a fish cake, 'mama piaju' would've fared better. Somehow restrained myself to give the rest of the foods a chance. But alas, none of the foods looked appetising to start with; the rice & noodle were too sweet & the curries were salty. I didn't quite get from which angle this was Thai cuisine apart from some Thai spices & vegetation randomly thrown in. And apparently the chef is Thai. Well, I can imagine he was probably found selling Thai mama piaju on the streets of Thailand. Worst Thai food experience.",1,,567,Negative
"আজকে প�রথম থেমে ছিলাম সিঙ�গারা কেনার জন�য, �ত নিম�ন মানের সিঙ�গারা কি‌ কারণে ৳১৫/- টাকা দাম আমার বোধগম�য নয়। সব জিনিষের দাম বেশী, কিন�ত� সেই ত�লনায় মানসম�মত নয়। আর কখনও যাব না, �টা কনফার�ম।",,FALSE,487,Negative
"খাবারের ব�যবসা টা �মন যে, আপনি প�রতিদিন ১০০% �করকম স�বাদ ভোক�তাকে দিতে পারবেন না, কিন�ত� �কটা নির�দিষ�ট মান ধরে রাখতে হবেই। প�রথমবার গেলাম, সন�ধ�যা ৭:২০ � ভাত, র�ইমাছ, ডাল, ল�চি, আল�র দম, লাচ�ছি অর�ডার করেছি। �কমাত�র ল�চি ছাড়া বাকি সবকিছ� ছিল দ�প�রবেলার ঠান�ডা আর শক�ত। বলার পরে ওভেন � গরম করে দেয়। যা হোক, স�বাদ ছিল না �কদম। পরিবেশনেও পরিচ�ছন�নতা ছিল না �কদম। শ�ক�রবার ছিল, �বং আমরা স�কয়ারে কিছ� টেস�ট করিয়ে খেতে যাই। কোন কথা বলার প�রবনতা বা শক�তি ছিল না। তবে �ত পচা খাবার স�বাদ হবে আমি কল�পনাও করিনি। আপনাদের কাজের উন�নতি কামনা করছি। দ�ঃখিত, আমি ছবি ত�লিনি।",1,,1407,Negative
Khabar er quality ekdom kharap abr deyal a telapoka ghoraghuri kore,1,,67,Negative
The place is very dark and shabby. Food was also not as per expectation. The staffs were also very reactive and not welcoming.,,FALSE,126,Negative
This restaurant has worst customer service. They made me wait for forty five minutes. We ordered tortellini ragu which is the worst pasta I have ever tasted. Even the steak and pizza was not up to mark.,,FALSE,202,Negative
"Entered Spaghetti Jazz at roughly 2.45pm after calling them up to find out if they were open and where exactly the restaurant was. They asked us to order fast as they we gonna stop the kitchen operations at 3pm. We ordered 2 mushroom steaks. They were quick to serve the food. The grilled vegetables were good. Mashed potato was a little dry. Steak was dry and chewy. Mushrooms tasted bland. The waitress kept on hovering around us and handed the bill over to us not even halfway through the meal. She insisted we pay up the bill then mentioning that they were going to go on a break. At no point were the waiters/wiatresses cordial with us. Their attitude was outright impolite. We should have been notified on arrival that they were going to have a soft-close at 3 and wouldn't be able to serve us then. We would have been alright with that and left. Instead, they served us overcooked steaks and provided us the worst service I've experienced since 2013. To the Management: I am sorry but your steak was overpriced considering the quality and you really need to hire new staff. Alternatively you can also remove the service charge from your prices and make your employees work for the tip, who now get it regardless of how they treat your customers. The two stars I have given you is because of the grilled vegetables and the positive attitude of the guard with the beard; the only good things about our experience at SJ today. This is a very constructive criticism, please take note of it.",2,,1493,Negative
Your service are just rubbish. Stupid guys 😡 I ask for packs my extra pizza but u packed it a simple plastic bar... rubbish poor ... faltu choto lok,,FALSE,151,Negative
Worst and worst steak ever I had ever . It ws so dry and it tasted just rubbish. . .,2,,84,Negative
This shop just spoiled my baby's birthday.cake er design dekhaiche 1ta banai diche onno pocha 1ta design.i just hated them.owner bhv o khub e khrp.,1,,147,Negative
vhab besi oder...sadharon vodrota tuku ora janena,,FALSE,49,Negative
Most worst fast food �!!! Ekbar patis e pailam poka!!! objection deoar por bollo tara step nibe. Aj 30 ta somocha anlam basai party ase bole. Emon 3rd class somocha amar life e khini. Puran somocha gulo gura kore notun kore somocha baniase. Baki je koita item kheasi khub e faul khabar. Never buy anything from this Dustbin!!!!����,1,,341,Negative
খাবার গ�লোর দাম কম হলে ও আমার কাছে ভালো লাগে নেই তাদের খাবার তেমন টেস�টফ�ল ছিল না ঠান�ডার জন�য খাবার গ�লো | কারণ তারা খাবার ঠান�ডা দেয় .. ওদের জাস�ট কেক তাই বেটার আমার মোটে.. বাট আসা করি খ�ব জলদি তারা তাদের ফ�ড �র প�রবলেমনা গ�লো রিকভার করবে কিছ� খাবার আমার কাছে ফ�রেশ ও মনে হয় নেই লাইক pizza otherwise ডেকোরেশন টা ম�টাম�টি ভালোই হোপ আসা করি ফিউচার � আর ও উন�নতি করবে তারা next � যখন যাবো ওদের খাবার আবার প�নরায় টষ�টে করবো ... সব ওকে থাকলে ratting 5 দিবো background প�লেস টা মোটাম�টি ভালোই লাগছে আমার | বাট আজ ফ�ড �ন�ড সার�ভ তেমন ভালো হয় নেই তাই আমার ratting দেয়া আছে... হোপ খ�ব দ�র�ত রিকভার করা হবে আসা করি |,1,,1439,Negative
Food was so bad..service was also poor...plate wasn't clean..,2,,61,Negative
The place I visited was really conjusted at the time of vacation. Air conditioning system was not going well. The service here not much pleasant. The food tastes nice as well as the drinks. Overall they are good but they need to improve their service. �,2,,255,Negative
Didn't like the behaviour of the cashier...i dont pay to get insulted..!!,,FALSE,73,Negative
Its not good for buffet at all. One of the Worst Buffet i ever had in my entire life.. heard lot of good reviews about it but it was very bad experience for me. Food was not fresh n tasty. Very poor dessert item bt only their pizza was tasty.,2,,242,Negative
Worst management and food taste. Today I went there with my friend's to spent a good time (9.00 pm). So my question is why do you guys have your buffet opened when you can't give the regular buffet items to the customer !!!!,1,,224,Negative
"If You want to waste your money in most unhygienic way then you can go there...all those plates were dirty and broken...Worst refills system,there were 7/8 items available and test was disgusting �.They have no idea how buffet restaurant work. If someone force me to go again there , I’ll kill him/her and stay in prison forever...Peace �",1,,344,Negative
over price not serve proper food & quantity is so low as price staff are not friendly & helpful bad experience,,FALSE,110,Negative
"Today I with my cousins went there...the experience was really shitty...we called them at 12:30pm & asked about the availability & price of their buffet offer. They informed us about the price & duration would be from 1:30-4:30pm. After going there , they said buffet won't be available for rain ! They will be serving only their usual menu. We asked about the phone call we made previously . They said the guy who received it didn't know about the issue ! Seriously ! This isn't expected from tradition bd. Only good quality food won't serve your business well. Please fill up the communication gap. Previously I recommended many people to go there. But I won't be doing so any more..",1,,685,Negative
"I don’t usually write reviews but this was one my most favourites restaurant in mailbag. Also this was one of my most favourite biriyani place. But this is so upsetting. the last day I had it, the biriyani was so dry i had to swallow with water. The food was so cold. The mutton and kebab was smelling gross. And I don’t know what actually happened, their service person was also behaving cold. Overall it was a disgusting experience for me. I brought some office colleagues wi...",1,,484,Negative
They did not refill food at buffet. Most of the items are out of stock. Akbar anar por ask korle bole 2 hours lagbe cook korte so sir ajke r ashbe na. Worst service. Place is not hygienic at all. Staffs are not helpful and trained enough. Not recommended.,1,,255,Negative
taste is ordinary ....not that much special according to prize ...star or kolkata kachi much better than it,,FALSE,107,Negative
"Worst Buffet i ever had in my entire life.. heard lot of good reviews about it but for me, it was the worst experience of my entire life.. in short ""yaaaaak""..",1,,159,Negative
"kacchi is the worst,, accordin to the price",,FALSE,43,Negative
"Waste of time,money and everything. In short a hell.",,FALSE,52,Negative
"About two weeks ago I along with some friends visited Tradition BD. but the quality of their food was too poor. we got wholeheartedly disappointed. We didn't find foods freshly cooked at all. Found few ants onto the #Jarda, though after showing that to the waiter the bowl had been changed. Kacchi was like cooked day before & served just to be warmth in microwave!! Really disappointing! -_- Not going to visit that place again!!!! -_-",1,,436,Negative
We ordered 1080tk kacchi plate then we realized it was 395tk kacchi plate after seeing the portion...what a fraud..!!!!!,1,,120,Negative
Yesterday I went there with my family after 8/9 months to taste their kachi biriyani package.But astonished after tasting their food.The taste and quantity of food's become worsen comparing to the last time I tasted here.Pieces of meat and quantity of rice were much more less.And one more thing behavior of their staffs were so rude and one of them commented harshly literally.Its the responsibility of the owner of tradition bd to give attention to upgrade their service and food quality,1,,489,Negative
bosar jayga den age.then advertisement koren.booking diyeo bosar jayga paina.family niye daray thaki.faltu arrangement with staff der faltu behavior.purai agochalo obostha.manush jeno kukur.khete gese poysa diye....but kono value nai.khabar valo.but arrangement khub beshi kharap,,FALSE,279,Negative
truely unprofessional home delivery they gave! stupid delivery man! they don't bring the cash receipt! force me to gave him 350/- extra delivery charge for his up & down!! wtf!,1,,176,Negative
"Horrible taste of Thai Soup (Tom Yum), I wasted my money on it.",1,,63,Negative
Unhealthy Unhygienic Food terror,,FALSE,32,Negative
This is the second time I been in this restaurant with family. First time it was OK. This time everything was very poor. Service was terrible food wasn't good at all. No one liked it. Some main dish was so tiny it wasn't worth of money. I will never go back again.,1,,264,Negative
Very poor service and test less food,1,,36,Negative
"I was there tonight with my family. Service was very poor, compared to taste price is too high, and food quantity is very minimum. Staffs were not well mannered. Taste is good today. It is near to my home but I won't go there again.",2,,232,Negative
"Visited mirpur Xinxian.Excessive price,but food was below average.price of the soft drinks are too much high.....service was good. Never going there again!",2,,155,Negative
Worst service.taste below average. Food Quantity is not satisfying..1:1 would do great for each main dishes.make sure u order more then u r able to eat or else those waiter wud react to ur order like 'matro 3ta item!!! or matro duita item!!!!'.....,1,,248,Negative
I was there (23-mar-18) attend a reception program. Taste was poor & service man was very artless ... I am disappoint !,2,,119,Negative
"This was my first time here & it was a marrige cereemony. Service was good & food was nice but if u want, u can make the food delecious. Thanks.........",2,,152,Negative
Drinks price is so high like 250ml coke price is 50 taka + vat and actual price is 18 taka.l think profit is 1000%.,1,,115,Negative
Food quality not good and my kids become sick after eaten.:(,1,,60,Negative
Service is poor..My all off relatives who r coming from U.S.A they r not happy about ur service..U should take some steps about ur services.,2,,140,Negative
Worst food. Food quality is very low. Service also.,2,,51,Negative
"Ordered soft and juicy burger , it isn't worth rating 10/10,9/10 , either overcooked or not much warm (I ordered via pathao food so it could be their fault that they waited too much so it's getting cold) but still I can rate them 6/10 , now come to chocolate cold coffee, I wish I will never drink such tasteless thing, as I was drinking sugar syrup with some ice cube that not even melted 0/10, my third item was french fries for which I can rate their overall 2 star. This came perfectly and taste rate be 8/10. Unexpected much.",2,,530,Negative
eto baje burger ami amr life e khaini.crispy chicken burger oder deasilam vitorer chicken ta kacha selo pura,,FALSE,108,Negative
"Don't know why the taste of soft & juicy burger is decreasing day by day. Now they use less sauce and there is something missing in chicken also. Really missed the previous taste of this burger. After opening the Jatrabari outlet, bashabo is.......!!!",2,,251,Negative
"simply waste of money.i tried their burgers several time just because of some of my friends recommended me to give them treat there that's because this is located in my neighborhood, but each time they dissatisfied me �",2,,221,Negative
totally disappointed. offer valid 2hour only.�,2,,48,Negative
